,State,Year,Quarter,District_pincode,Transaction_count,Transaction_amount
2404,Goa,2022,2,403515,416577,744458373
2405,Goa,2022,3,403001,1365759,2544949836
2406,Goa,2022,3,403516,1074672,1660765761
2407,Goa,2022,3,403802,845280,1075071143
2408,Goa,2022,3,403601,718426,1066730836
2409,Goa,2022,3,403401,551495,914585155
2410,Goa,2022,3,403722,451398,429256606
2411,Goa,2022,3,403509,443250,610242801
2412,Goa,2022,3,403507,422461,646755952
2413,Goa,2022,3,403518,374000,549619766
2414,Goa,2022,3,403521,365018,603704118
2415,Goa,2022,4,403516,1982311,2953947927
2416,Goa,2022,4,403001,1382900,2655630408
2417,Goa,2022,4,403802,1111346,1351437574
2418,Goa,2022,4,403401,731429,946991513
2419,Goa,2022,4,403509,719878,989478997
2420,Goa,2022,4,403601,719116,1147530118
2421,Goa,2022,4,403518,600002,882873128
2422,Goa,2022,4,403515,595491,1028478413
2423,Goa,2022,4,403507,540506,830155738
2424,Goa,2022,4,403722,487326,460166681
2425,Goa,2023,1,403516,2885692,4345863492
2426,Goa,2023,1,403001,1562676,3152892550
2427,Goa,2023,1,403601,1166864,1780986038
2428,Goa,2023,1,403509,1014847,1371118393
2429,Goa,2023,1,403518,953525,1366346593
2430,Goa,2023,1,403401,924992,1250668760
2431,Goa,2023,1,403515,894464,1515284908
2432,Goa,2023,1,403507,892254,1312005130
2433,Goa,2023,1,403512,819854,1136840547
2434,Goa,2023,1,403802,779559,979466460
2435,Goa,2023,2,403516,3176461,4809307923
2436,Goa,2023,2,403001,1747115,3638368800
2437,Goa,2023,2,403601,1299027,1904718161
2438,Goa,2023,2,403518,1112951,1579241623
2439,Goa,2023,2,403507,1002116,1429693527
2440,Goa,2023,2,403401,999595,1340261389
2441,Goa,2023,2,403509,985234,1394115712
2442,Goa,2023,2,403515,965557,1602170148
2443,Goa,2023,2,403512,873875,1205274352
2444,Goa,2023,2,403802,849060,1058855229
2445,Goa,2023,3,403516,2526681,3745192683
2446,Goa,2023,3,403001,1885629,3883494210
2447,Goa,2023,3,403601,1403355,1960394790
2448,Goa,2023,3,403401,1108946,1422611915
2449,Goa,2023,3,403507,1056827,1393947501
2450,Goa,2023,3,403509,965007,1275432417
2451,Goa,2023,3,403802,957354,1096590816
2452,Goa,2023,3,403518,932012,1315617897
2453,Goa,2023,3,403722,906277,817672134
2454,Goa,2023,3,403515,865606,1348120498
2455,Goa,2023,4,403516,3637689,5098851471
2456,Goa,2023,4,403001,2116858,3949006161
2457,Goa,2023,4,403601,1650202,2267918943
2458,Goa,2023,4,403509,1401229,1767061991
2459,Goa,2023,4,403518,1360580,1795853674
2460,Goa,2023,4,403507,1278433,1669454205
2461,Goa,2023,4,403401,1249783,1545342498
2462,Goa,2023,4,403515,1220328,1824603148
2463,Goa,2023,4,403512,1109828,1463567436
2464,Goa,2023,4,403802,1055242,1178062276
2465,Goa,2024,1,403516,3800147,5187801925
2466,Goa,2024,1,403001,2149504,3984708157
2467,Goa,2024,1,403601,1719981,2309676611
2468,Goa,2024,1,403509,1370623,1713874167
2469,Goa,2024,1,403518,1363541,1758578324
2470,Goa,2024,1,403507,1345537,1708349967
2471,Goa,2024,1,403401,1298845,1632065466
2472,Goa,2024,1,403515,1232732,1866132654
2473,Goa,2024,1,403512,1218585,1606316139
2474,Goa,2024,1,403722,1149580,984656554
2475,Gujarat,2018,1,380018,423426,548596428
2476,Gujarat,2018,1,395006,162301,214720347
2477,Gujarat,2018,1,396427,97285,157954445
2478,Gujarat,2018,1,395010,86146,142239271
2479,Gujarat,2018,1,395004,78757,100474272
2480,Gujarat,2018,1,395003,66702,100596288
2481,Gujarat,2018,1,394210,66248,82245289
2482,Gujarat,2018,1,390001,56611,94766734
2483,Gujarat,2018,1,382350,55680,80257787
2484,Gujarat,2018,1,396191,47965,57243134
2485,Gujarat,2018,2,380018,463754,758307877
2486,Gujarat,2018,2,395006,209888,358374308
2487,Gujarat,2018,2,396427,113375,215785249
2488,Gujarat,2018,2,395010,113092,221120823
2489,Gujarat,2018,2,395004,102439,155559046
2490,Gujarat,2018,2,395003,89555,159215957
2491,Gujarat,2018,2,394210,87640,137096417
2492,Gujarat,2018,2,382350,72723,134999275
2493,Gujarat,2018,2,390001,69104,130748423
2494,Gujarat,2018,2,396191,62943,93492040
2495,Gujarat,2018,3,380018,573722,975939712
2496,Gujarat,2018,3,395006,341229,528128894
2497,Gujarat,2018,3,395010,164704,321229121
2498,Gujarat,2018,3,384265,160159,133759995
2499,Gujarat,2018,3,396427,148798,279902862
2500,Gujarat,2018,3,395004,132285,211659007
2501,Gujarat,2018,3,382350,127567,205675497
2502,Gujarat,2018,3,394210,119802,204135398
2503,Gujarat,2018,3,380006,117394,145133456
2504,Gujarat,2018,3,364002,113276,120633437
2505,Gujarat,2018,4,380018,643919,1173940659
2506,Gujarat,2018,4,395006,290080,585125926
2507,Gujarat,2018,4,380015,191363,233202834
2508,Gujarat,2018,4,395010,181745,420010936
2509,Gujarat,2018,4,396427,167118,336454143
2510,Gujarat,2018,4,394210,165510,290783625
2511,Gujarat,2018,4,380006,153060,180131636
2512,Gujarat,2018,4,395004,142927,270933949
2513,Gujarat,2018,4,380013,134136,198342421
2514,Gujarat,2018,4,382350,132479,241597813
2515,Gujarat,2019,1,380018,2317295,3602207468
