,State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount
433,Assam,2020,4,Financial Services,29764,32314810
434,Assam,2020,4,Others,79523,51901628
435,Assam,2021,1,Peer-to-peer payments,9449096,45476079487
436,Assam,2021,1,Recharge & bill payments,6494111,2103017762
437,Assam,2021,1,Merchant payments,3459132,3657261586
438,Assam,2021,1,Financial Services,34049,41291047
439,Assam,2021,1,Others,75672,48814664
440,Assam,2021,2,Peer-to-peer payments,11668399,51521387891
441,Assam,2021,2,Recharge & bill payments,9058005,2657676415
442,Assam,2021,2,Merchant payments,4562669,4914753140
443,Assam,2021,2,Financial Services,49671,46106001
444,Assam,2021,2,Others,94161,52549929
445,Assam,2021,3,Peer-to-peer payments,15617592,64131823895
446,Assam,2021,3,Recharge & bill payments,10284267,3248364164
447,Assam,2021,3,Merchant payments,7431371,8208706348
448,Assam,2021,3,Financial Services,39479,43889820
449,Assam,2021,3,Others,131732,67715045
450,Assam,2021,4,Peer-to-peer payments,21393962,86801625127
451,Assam,2021,4,Merchant payments,12895755,13378765006
452,Assam,2021,4,Recharge & bill payments,11484376,3842004488
453,Assam,2021,4,Financial Services,60724,65456476
454,Assam,2021,4,Others,185544,97116797
455,Assam,2022,1,Peer-to-peer payments,27156085,1.08855E+11
456,Assam,2022,1,Merchant payments,19011883,18833132506
457,Assam,2022,1,Recharge & bill payments,12474674,4424035840
458,Assam,2022,1,Financial Services,68432,73257991
459,Assam,2022,1,Others,178812,94659207
460,Assam,2022,2,Peer-to-peer payments,33879530,1.2383E+11
461,Assam,2022,2,Merchant payments,28377534,24333260090
462,Assam,2022,2,Recharge & bill payments,13858113,4814695680
463,Assam,2022,2,Financial Services,50785,55549154
464,Assam,2022,2,Others,168763,77624058
465,Assam,2022,3,Peer-to-peer payments,37000266,1.27265E+11
466,Assam,2022,3,Merchant payments,34935460,28789992307
467,Assam,2022,3,Recharge & bill payments,13974568,5295136932
468,Assam,2022,3,Financial Services,65066,62882386
469,Assam,2022,3,Others,138451,76363577
470,Assam,2022,4,Peer-to-peer payments,44828832,1.50693E+11
471,Assam,2022,4,Merchant payments,43605784,36033810142
472,Assam,2022,4,Recharge & bill payments,15344794,5773980885
473,Assam,2022,4,Financial Services,74414,75960368
474,Assam,2022,4,Others,127443,76370124
475,Assam,2023,1,Merchant payments,48987048,39416860194
476,Assam,2023,1,Peer-to-peer payments,48461200,1.66509E+11
477,Assam,2023,1,Recharge & bill payments,16113464,6266406177
478,Assam,2023,1,Financial Services,82270,86978703
479,Assam,2023,1,Others,116656,74768264
480,Assam,2023,2,Merchant payments,62403711,45515248236
481,Assam,2023,2,Peer-to-peer payments,57852989,1.82809E+11
482,Assam,2023,2,Recharge & bill payments,17858409,6631355080
483,Assam,2023,2,Financial Services,81172,84797972
484,Assam,2023,2,Others,94672,70104514
485,Assam,2023,3,Merchant payments,82126315,51533166362
486,Assam,2023,3,Peer-to-peer payments,66737077,1.85031E+11
487,Assam,2023,3,Recharge & bill payments,18524152,7310558505
488,Assam,2023,3,Financial Services,105975,118529318
489,Assam,2023,3,Others,81832,65257542
490,Assam,2023,4,Merchant payments,95438754,60513904505
491,Assam,2023,4,Peer-to-peer payments,79797949,2.16876E+11
492,Assam,2023,4,Recharge & bill payments,18323202,8011077428
493,Assam,2023,4,Financial Services,119386,142552746
494,Assam,2023,4,Others,72866,60164512
495,Assam,2024,1,Merchant payments,110124616,68499650021
496,Assam,2024,1,Peer-to-peer payments,90992228,2.44009E+11
497,Assam,2024,1,Recharge & bill payments,20239264,8488075878
498,Assam,2024,1,Financial Services,102326,135951454
499,Assam,2024,1,Others,66622,51466300
500,Bihar,2018,1,Recharge & bill payments,3159922,375559207
501,Bihar,2018,1,Peer-to-peer payments,2052089,5295346761
502,Bihar,2018,1,Financial Services,194295,33999414
503,Bihar,2018,1,Merchant payments,138885,139827756
504,Bihar,2018,1,Others,279111,201025034
505,Bihar,2018,2,Recharge & bill payments,4346849,700649777
506,Bihar,2018,2,Peer-to-peer payments,3447898,12141448845
507,Bihar,2018,2,Merchant payments,311487,318571873
508,Bihar,2018,2,Financial Services,267433,45332532
509,Bihar,2018,2,Others,258711,300128083
510,Bihar,2018,3,Peer-to-peer payments,8893764,18695889188
511,Bihar,2018,3,Recharge & bill payments,4401439,804061399
512,Bihar,2018,3,Merchant payments,586862,367608511
513,Bihar,2018,3,Financial Services,274510,33276460
514,Bihar,2018,3,Others,211229,234968821
515,Bihar,2018,4,Peer-to-peer payments,8094296,26224303883
516,Bihar,2018,4,Recharge & bill payments,5469096,986310785
517,Bihar,2018,4,Merchant payments,1680664,848968693
518,Bihar,2018,4,Financial Services,237247,36199428
519,Bihar,2018,4,Others,251098,302214380
520,Bihar,2019,1,Peer-to-peer payments,16807040,38824078062
521,Bihar,2019,1,Recharge & bill payments,7036367,1333688183
522,Bihar,2019,1,Merchant payments,2055267,1024997000
523,Bihar,2019,1,Financial Services,204689,28599536
524,Bihar,2019,1,Others,252871,291464734
525,Bihar,2019,2,Peer-to-peer payments,15837449,58381285241
526,Bihar,2019,2,Recharge & bill payments,9279442,1996804238
527,Bihar,2019,2,Merchant payments,4365465,2308145850
528,Bihar,2019,2,Financial Services,129603,63338109
529,Bihar,2019,2,Others,348520,382864846
530,Bihar,2019,3,Peer-to-peer payments,15446119,61831776093
531,Bihar,2019,3,Recharge & bill payments,9115040,2140566975
532,Bihar,2019,3,Merchant payments,7206001,3413490288
533,Bihar,2019,3,Financial Services,89997,20145460
534,Bihar,2019,3,Others,282743,286804438
535,Bihar,2019,4,Peer-to-peer payments,26337842,86340631422
536,Bihar,2019,4,Recharge & bill payments,11358597,2649616530
537,Bihar,2019,4,Merchant payments,5519582,4177574379
538,Bihar,2019,4,Financial Services,100192,18815965
539,Bihar,2019,4,Others,214101,126788282
540,Bihar,2020,1,Peer-to-peer payments,23163922,99873688133
541,Bihar,2020,1,Recharge & bill payments,13837430,3680590625
542,Bihar,2020,1,Merchant payments,7822567,5562692117
543,Bihar,2020,1,Financial Services,57233,23954789
544,Bihar,2020,1,Others,200663,115927863
545,Bihar,2020,2,Peer-to-peer payments,26572651,1.16244E+11
546,Bihar,2020,2,Recharge & bill payments,19522564,5642294772
547,Bihar,2020,2,Merchant payments,7011681,6760404422
548,Bihar,2020,2,Financial Services,73119,54077813
549,Bihar,2020,2,Others,206727,105377680
550,Bihar,2020,3,Peer-to-peer payments,37294332,1.53665E+11
551,Bihar,2020,3,Recharge & bill payments,19027978,6313780617
552,Bihar,2020,3,Merchant payments,14777337,13111735855
553,Bihar,2020,3,Financial Services,104135,81355476
554,Bihar,2020,3,Others,299966,157309412
555,Bihar,2020,4,Peer-to-peer payments,49432098,2.08485E+11
556,Bihar,2020,4,Merchant payments,26750991,23185594534
557,Bihar,2020,4,Recharge & bill payments,19908687,6926960997
558,Bihar,2020,4,Financial Services,119416,100785736
559,Bihar,2020,4,Others,380481,207713978
560,Bihar,2021,1,Peer-to-peer payments,58566582,2.42013E+11
561,Bihar,2021,1,Merchant payments,33959313,30171144593
562,Bihar,2021,1,Recharge & bill payments,21974086,8505455545
563,Bihar,2021,1,Financial Services,124277,112949858
564,Bihar,2021,1,Others,308219,170787343
565,Bihar,2021,2,Peer-to-peer payments,78694099,3.19759E+11
566,Bihar,2021,2,Merchant payments,44686786,43458914640
567,Bihar,2021,2,Recharge & bill payments,31646149,11030849714
568,Bihar,2021,2,Financial Services,149791,116086346
569,Bihar,2021,2,Others,426797,215721223
570,Bihar,2021,3,Peer-to-peer payments,92785704,3.31514E+11
571,Bihar,2021,3,Merchant payments,64094961,53849745605
572,Bihar,2021,3,Recharge & bill payments,30081746,11327303470
573,Bihar,2021,3,Financial Services,135748,130349072
574,Bihar,2021,3,Others,572954,241260026
575,Bihar,2021,4,Peer-to-peer payments,117340712,4.23665E+11
576,Bihar,2021,4,Merchant payments,95992559,81729122296
577,Bihar,2021,4,Recharge & bill payments,30824177,13438634948
578,Bihar,2021,4,Financial Services,186298,173358269
579,Bihar,2021,4,Others,783199,365400542
580,Bihar,2022,1,Peer-to-peer payments,138085265,5.00025E+11
581,Bihar,2022,1,Merchant payments,114892163,95507710276
582,Bihar,2022,1,Recharge & bill payments,30545266,15431605247
583,Bihar,2022,1,Financial Services,169722,148088975
584,Bihar,2022,1,Others,698018,299484690
585,Bihar,2022,2,Peer-to-peer payments,164119431,6.10449E+11
586,Bihar,2022,2,Merchant payments,158289353,1.26423E+11
587,Bihar,2022,2,Recharge & bill payments,36950622,17225668602
588,Bihar,2022,2,Financial Services,124199,116203821
589,Bihar,2022,2,Others,661424,247541289
590,Bihar,2022,3,Merchant payments,198273336,1.37874E+11
591,Bihar,2022,3,Peer-to-peer payments,192304951,6.32747E+11
592,Bihar,2022,3,Recharge & bill payments,46044353,20417791249
593,Bihar,2022,3,Financial Services,179533,161987346
594,Bihar,2022,3,Others,565212,245905366
595,Bihar,2022,4,Merchant payments,243777692,1.72924E+11
596,Bihar,2022,4,Peer-to-peer payments,225487662,7.3987E+11
597,Bihar,2022,4,Recharge & bill payments,47054083,22729599211
598,Bihar,2022,4,Financial Services,205989,199208430
599,Bihar,2022,4,Others,559223,288999714
600,Bihar,2023,1,Merchant payments,251601655,1.75053E+11
601,Bihar,2023,1,Peer-to-peer payments,245677870,8.36428E+11
602,Bihar,2023,1,Recharge & bill payments,49781169,27372239431
603,Bihar,2023,1,Financial Services,194601,158138446
604,Bihar,2023,1,Others,575900,265267298
605,Bihar,2023,2,Merchant payments,330603039,2.14403E+11
606,Bihar,2023,2,Peer-to-peer payments,293616270,9.8014E+11
607,Bihar,2023,2,Recharge & bill payments,58928748,31064849666
608,Bihar,2023,2,Financial Services,211722,190366037
609,Bihar,2023,2,Others,573315,248957759
610,Bihar,2023,3,Merchant payments,361940401,2.06648E+11
611,Bihar,2023,3,Peer-to-peer payments,311779356,9.08446E+11
612,Bihar,2023,3,Recharge & bill payments,59732275,32565513931
613,Bihar,2023,3,Financial Services,270376,277782677
614,Bihar,2023,3,Others,516343,215541416
615,Bihar,2023,4,Merchant payments,466122317,2.73627E+11
616,Bihar,2023,4,Peer-to-peer payments,394813298,1.12144E+12
617,Bihar,2023,4,Recharge & bill payments,62582448,39095012665
618,Bihar,2023,4,Financial Services,333579,342560013
619,Bihar,2023,4,Others,575632,228927732
620,Bihar,2024,1,Merchant payments,548896156,3.16663E+11
621,Bihar,2024,1,Peer-to-peer payments,456038110,1.27521E+12
622,Bihar,2024,1,Recharge & bill payments,73038449,45243630428
623,Bihar,2024,1,Financial Services,295689,411700201
624,Bihar,2024,1,Others,466379,213719039
625,Chandigarh,2018,1,Recharge & bill payments,201262,47479581
626,Chandigarh,2018,1,Peer-to-peer payments,135136,527998849
627,Chandigarh,2018,1,Merchant payments,21431,19477067
628,Chandigarh,2018,1,Financial Services,8473,1865618
629,Chandigarh,2018,1,Others,15593,16614306
630,Chandigarh,2018,2,Recharge & bill payments,224548,76722907
631,Chandigarh,2018,2,Peer-to-peer payments,194627,835296156
632,Chandigarh,2018,2,Merchant payments,34606,29408472
633,Chandigarh,2018,2,Financial Services,11927,3679452
634,Chandigarh,2018,2,Others,13376,16116275
635,Chandigarh,2018,3,Peer-to-peer payments,295358,1217617706
636,Chandigarh,2018,3,Recharge & bill payments,236445,100639675
637,Chandigarh,2018,3,Merchant payments,64998,37560566
638,Chandigarh,2018,3,Financial Services,7642,1302312
639,Chandigarh,2018,3,Others,12493,12234189
640,Chandigarh,2018,4,Peer-to-peer payments,431461,1793871702
641,Chandigarh,2018,4,Recharge & bill payments,310527,128130476
642,Chandigarh,2018,4,Merchant payments,135266,94010714
643,Chandigarh,2018,4,Financial Services,10008,2039811
644,Chandigarh,2018,4,Others,17854,14538889
645,Chandigarh,2019,1,Peer-to-peer payments,689400,2123866602
646,Chandigarh,2019,1,Recharge & bill payments,390610,161414934
647,Chandigarh,2019,1,Merchant payments,169984,97230471
648,Chandigarh,2019,1,Financial Services,7412,917031
649,Chandigarh,2019,1,Others,17070,12603012
650,Chandigarh,2019,2,Peer-to-peer payments,604849,2339922408
651,Chandigarh,2019,2,Recharge & bill payments,342294,185659012
652,Chandigarh,2019,2,Merchant payments,277811,152766865
653,Chandigarh,2019,2,Financial Services,5590,839765
654,Chandigarh,2019,2,Others,21926,13928050
655,Chandigarh,2019,3,Peer-to-peer payments,722233,2815184153
656,Chandigarh,2019,3,Merchant payments,447069,226535909
657,Chandigarh,2019,3,Recharge & bill payments,308219,213884900
658,Chandigarh,2019,3,Financial Services,2447,794919
659,Chandigarh,2019,3,Others,26575,13282207
660,Chandigarh,2019,4,Peer-to-peer payments,927850,3586763929
661,Chandigarh,2019,4,Merchant payments,561630,318692522
662,Chandigarh,2019,4,Recharge & bill payments,338203,237695595
663,Chandigarh,2019,4,Financial Services,1911,654299
664,Chandigarh,2019,4,Others,21321,8707474
665,Chandigarh,2020,1,Peer-to-peer payments,1087401,4421372542
666,Chandigarh,2020,1,Merchant payments,764832,438193845
667,Chandigarh,2020,1,Recharge & bill payments,389851,257250007
668,Chandigarh,2020,1,Financial Services,1574,1406138
669,Chandigarh,2020,1,Others,18853,8230537
670,Chandigarh,2020,2,Peer-to-peer payments,766698,3293060120
671,Chandigarh,2020,2,Merchant payments,390906,331423259
672,Chandigarh,2020,2,Recharge & bill payments,361577,214425229
673,Chandigarh,2020,2,Financial Services,1797,3982005
674,Chandigarh,2020,2,Others,7032,4125117
675,Chandigarh,2020,3,Peer-to-peer payments,981986,4178346395
676,Chandigarh,2020,3,Merchant payments,796634,604271249
677,Chandigarh,2020,3,Recharge & bill payments,366353,296964795
678,Chandigarh,2020,3,Financial Services,2643,5254415
679,Chandigarh,2020,3,Others,10470,4972499
680,Chandigarh,2020,4,Merchant payments,1322026,939307676
681,Chandigarh,2020,4,Peer-to-peer payments,1159377,4872318731
682,Chandigarh,2020,4,Recharge & bill payments,409997,320731282
683,Chandigarh,2020,4,Financial Services,3346,4400110
684,Chandigarh,2020,4,Others,17970,10005102
685,Chandigarh,2021,1,Merchant payments,1799072,1210594490
686,Chandigarh,2021,1,Peer-to-peer payments,1472084,5916467167
687,Chandigarh,2021,1,Recharge & bill payments,678396,451109555
688,Chandigarh,2021,1,Financial Services,5111,7700395
689,Chandigarh,2021,1,Others,15574,10549252
690,Chandigarh,2021,2,Merchant payments,1926913,1390989391
691,Chandigarh,2021,2,Peer-to-peer payments,1663559,6541132353
692,Chandigarh,2021,2,Recharge & bill payments,806710,467698865
693,Chandigarh,2021,2,Financial Services,5502,7394941
694,Chandigarh,2021,2,Others,14863,10458391
695,Chandigarh,2021,3,Merchant payments,3179506,2245390329
696,Chandigarh,2021,3,Peer-to-peer payments,2434417,8927868098
697,Chandigarh,2021,3,Recharge & bill payments,1008585,620437997
698,Chandigarh,2021,3,Financial Services,5700,7960845
699,Chandigarh,2021,3,Others,21170,14225735
700,Chandigarh,2021,4,Merchant payments,4056249,3041038520
701,Chandigarh,2021,4,Peer-to-peer payments,2797561,10610461952
702,Chandigarh,2021,4,Recharge & bill payments,1013153,693790747
703,Chandigarh,2021,4,Financial Services,7038,10459432
704,Chandigarh,2021,4,Others,24902,17832860
705,Chandigarh,2022,1,Merchant payments,4511757,3264574793
706,Chandigarh,2022,1,Peer-to-peer payments,3012464,11150701029
707,Chandigarh,2022,1,Recharge & bill payments,1046187,731347957
708,Chandigarh,2022,1,Financial Services,7228,13538636
709,Chandigarh,2022,1,Others,22855,14829135
710,Chandigarh,2022,2,Merchant payments,6136803,3919372476
711,Chandigarh,2022,2,Peer-to-peer payments,3489382,12549248085
712,Chandigarh,2022,2,Recharge & bill payments,1119367,792957089
713,Chandigarh,2022,2,Financial Services,6673,8943857
714,Chandigarh,2022,2,Others,20264,12978652
715,Chandigarh,2022,3,Merchant payments,7665907,4713972533
716,Chandigarh,2022,3,Peer-to-peer payments,4423590,14788179156
717,Chandigarh,2022,3,Recharge & bill payments,1360342,1033530640
718,Chandigarh,2022,3,Financial Services,8868,9918740
719,Chandigarh,2022,3,Others,19466,14156668
720,Chandigarh,2022,4,Merchant payments,10170372,6570336080
721,Chandigarh,2022,4,Peer-to-peer payments,5951989,20013621496
722,Chandigarh,2022,4,Recharge & bill payments,1749647,1267654269
723,Chandigarh,2022,4,Financial Services,10778,12000766
724,Chandigarh,2022,4,Others,22054,16141956
725,Chandigarh,2023,1,Merchant payments,6460913,3374931077
726,Chandigarh,2023,1,Peer-to-peer payments,2634119,8623572416
727,Chandigarh,2023,1,Recharge & bill payments,700479,803831354
728,Chandigarh,2023,1,Financial Services,8163,12527258
729,Chandigarh,2023,1,Others,11931,10032289
730,Chandigarh,2023,2,Merchant payments,7747501,3820964178
731,Chandigarh,2023,2,Peer-to-peer payments,3048793,9726960611
732,Chandigarh,2023,2,Recharge & bill payments,737650,845159777
733,Chandigarh,2023,2,Financial Services,8262,11723572
734,Chandigarh,2023,2,Others,11481,9600612
735,Chandigarh,2023,3,Merchant payments,8849667,4339437634
736,Chandigarh,2023,3,Peer-to-peer payments,3410620,10182027091
737,Chandigarh,2023,3,Recharge & bill payments,771020,877282807
738,Chandigarh,2023,3,Financial Services,10756,19516305
739,Chandigarh,2023,3,Others,10102,8519474
740,Chandigarh,2023,4,Merchant payments,9052694,4771466320
741,Chandigarh,2023,4,Peer-to-peer payments,3480727,10531589834
742,Chandigarh,2023,4,Recharge & bill payments,725553,944249351
743,Chandigarh,2023,4,Financial Services,10241,21758309
744,Chandigarh,2023,4,Others,10863,12159187
745,Chandigarh,2024,1,Merchant payments,8982305,4662186840
746,Chandigarh,2024,1,Peer-to-peer payments,3414122,10168258638
747,Chandigarh,2024,1,Recharge & bill payments,735766,978631681
748,Chandigarh,2024,1,Financial Services,10909,21881737
749,Chandigarh,2024,1,Others,12071,11217285
750,Chhattisgarh,2018,1,Recharge & bill payments,1177618,206518663
751,Chhattisgarh,2018,1,Peer-to-peer payments,550697,1838238336
752,Chhattisgarh,2018,1,Merchant payments,42411,39708474
753,Chhattisgarh,2018,1,Financial Services,33002,7350624
754,Chhattisgarh,2018,1,Others,87786,57339460
755,Chhattisgarh,2018,2,Recharge & bill payments,1643461,351709628
756,Chhattisgarh,2018,2,Peer-to-peer payments,933066,3703114548
