,State,Year,Quarter,district,Transaction_count,Transaction_amount
2157,Bihar,2020,1,sheikhpura ,130669,285519415
2158,Bihar,2020,1,siwan ,1271446,3110551571
2159,Bihar,2020,1,muzaffarpur ,2083611,4863182775
2160,Bihar,2020,1,patna ,15560992,39935619593
2161,Bihar,2020,1,jehanabad ,317868,622588364
2162,Bihar,2020,1,rohtas ,989497,2233802827
2163,Bihar,2020,1,begusarai ,805744,1778528408
2164,Bihar,2020,1,supaul ,548881,1442744378
2165,Bihar,2020,1,sitamarhi ,785267,1906088096
2166,Bihar,2020,1,saran ,1173182,2601605429
2167,Bihar,2020,1,arwal ,188963,369500731
2168,Bihar,2020,1,vaishali ,1177251,2609194508
2169,Bihar,2020,1,pashchim champaran ,1495660,3918107336
2170,Bihar,2020,1,gopalganj ,838277,2019980907
2171,Bihar,2020,1,lakhisarai ,261395,541750310
2172,Bihar,2020,1,aurangabad ,790573,1777915099
2173,Bihar,2020,1,kaimur bhabua ,362763,798668648
2174,Bihar,2020,1,araria ,573320,1691300733
2175,Bihar,2020,1,munger ,386821,756628792
2176,Bihar,2020,1,katihar ,927801,2253746833
2177,Bihar,2020,1,khagaria ,446511,1116121644
2178,Bihar,2020,1,saharsa ,592496,1538256332
2179,Bihar,2020,1,bhagalpur ,1141739,2607337584
2180,Bihar,2020,1,madhubani ,1264352,3304637933
2181,Bihar,2020,1,kishanganj ,366857,1105518980
2182,Bihar,2020,1,gaya ,1524983,2986729749
2183,Bihar,2020,1,samastipur ,1233758,2987274106
2184,Bihar,2020,1,banka ,274099,495594270
2185,Bihar,2020,1,purbi champaran ,1671939,4068019842
2186,Bihar,2020,1,sheohar ,138460,323926587
2187,Bihar,2020,1,bhojpur ,720700,1531449127
2188,Bihar,2020,2,madhepura ,694489,1926390841
2189,Bihar,2020,2,purnia ,1220645,3144206569
2190,Bihar,2020,2,nalanda ,1236612,2511735768
2191,Bihar,2020,2,buxar ,528766,1138890072
2192,Bihar,2020,2,darbhanga ,1660540,3932060944
2193,Bihar,2020,2,nawada ,830738,1856990665
2194,Bihar,2020,2,jamui ,616481,1292352801
2195,Bihar,2020,2,sheikhpura ,190302,406544187
2196,Bihar,2020,2,siwan ,1496472,3205163656
2197,Bihar,2020,2,muzaffarpur ,2572251,5903193156
2198,Bihar,2020,2,patna ,13807801,37859920785
2199,Bihar,2020,2,jehanabad ,429941,878935641
2200,Bihar,2020,2,rohtas ,1317112,3012571093
2201,Bihar,2020,2,begusarai ,1013896,2205771258
2202,Bihar,2020,2,supaul ,782514,1940245968
2203,Bihar,2020,2,sitamarhi ,1089786,2443446939
2204,Bihar,2020,2,saran ,1590231,3305092760
2205,Bihar,2020,2,arwal ,268085,564599035
2206,Bihar,2020,2,vaishali ,1501134,3209993082
2207,Bihar,2020,2,pashchim champaran ,1947807,4653237699
2208,Bihar,2020,2,gopalganj ,1167013,2541417532
2209,Bihar,2020,2,lakhisarai ,363770,767683220
2210,Bihar,2020,2,aurangabad ,1130661,2486444709
2211,Bihar,2020,2,kaimur bhabua ,543289,1285754642
2212,Bihar,2020,2,araria ,858907,2480203645
2213,Bihar,2020,2,munger ,522173,1029703568
2214,Bihar,2020,2,katihar ,1255101,3151138413
2215,Bihar,2020,2,khagaria ,576287,1467466199
2216,Bihar,2020,2,saharsa ,823372,2081765909
2217,Bihar,2020,2,bhagalpur ,1561760,3998834365
2218,Bihar,2020,2,madhubani ,1777506,4146168147
2219,Bihar,2020,2,kishanganj ,526568,1487107955
2220,Bihar,2020,2,gaya ,1972685,4100072381
2221,Bihar,2020,2,samastipur ,1536299,3614031763
2222,Bihar,2020,2,banka ,458109,844160854
2223,Bihar,2020,2,purbi champaran ,2357758,5443836316
2224,Bihar,2020,2,sheohar ,205238,451476592
2225,Bihar,2020,2,bhojpur ,954643,2037914496
2226,Bihar,2020,3,madhepura ,840190,2407274296
2227,Bihar,2020,3,purnia ,1716768,4557372216
2228,Bihar,2020,3,nalanda ,1624864,3529746839
2229,Bihar,2020,3,buxar ,656065,1455757663
2230,Bihar,2020,3,darbhanga ,2323627,5614591300
2231,Bihar,2020,3,nawada ,1000893,2308993006
2232,Bihar,2020,3,jamui ,734016,1609232019
2233,Bihar,2020,3,sheikhpura ,241583,574111444
2234,Bihar,2020,3,siwan ,1927410,4329423959
2235,Bihar,2020,3,muzaffarpur ,3476178,8200376319
2236,Bihar,2020,3,patna ,20716631,53687192630
2237,Bihar,2020,3,jehanabad ,550190,1104035168
2238,Bihar,2020,3,rohtas ,1626703,3856856055
2239,Bihar,2020,3,begusarai ,1317210,2893661972
2240,Bihar,2020,3,supaul ,923545,2379533644
2241,Bihar,2020,3,sitamarhi ,1409661,3409254145
2242,Bihar,2020,3,saran ,2089459,4722794813
2243,Bihar,2020,3,arwal ,340974,694512745
2244,Bihar,2020,3,vaishali ,2036376,4585312142
2245,Bihar,2020,3,pashchim champaran ,2269399,5255815898
2246,Bihar,2020,3,gopalganj ,1415473,3174685073
2247,Bihar,2020,3,lakhisarai ,450566,1035626941
2248,Bihar,2020,3,aurangabad ,1435440,3120668555
2249,Bihar,2020,3,kaimur bhabua ,624278,1428780291
2250,Bihar,2020,3,araria ,1042498,2994975161
2251,Bihar,2020,3,munger ,679643,1421983384
2252,Bihar,2020,3,katihar ,1523754,3853316755
2253,Bihar,2020,3,khagaria ,714776,1852615085
2254,Bihar,2020,3,saharsa ,972500,2472660208
2255,Bihar,2020,3,bhagalpur ,2291210,5919155398
2256,Bihar,2020,3,madhubani ,2378853,5502534112
2257,Bihar,2020,3,kishanganj ,636842,1847126001
2258,Bihar,2020,3,gaya ,2533169,5418904172
2259,Bihar,2020,3,samastipur ,1964342,4648101415
2260,Bihar,2020,3,banka ,535276,1012504549
2261,Bihar,2020,3,purbi champaran ,3014805,7082795603
2262,Bihar,2020,3,sheohar ,259484,625127615
2263,Bihar,2020,3,bhojpur ,1209097,2741456518
2264,Bihar,2020,4,madhepura ,1155495,3405769862
2265,Bihar,2020,4,purnia ,2416041,6313205421
2266,Bihar,2020,4,nalanda ,2255217,5113627159
2267,Bihar,2020,4,buxar ,963324,2433657274
2268,Bihar,2020,4,darbhanga ,3297598,8213612835
2269,Bihar,2020,4,nawada ,1338381,3226293361
2270,Bihar,2020,4,jamui ,1013521,2328130984
2271,Bihar,2020,4,sheikhpura ,313125,779886888
2272,Bihar,2020,4,siwan ,2923089,7277805274
2273,Bihar,2020,4,muzaffarpur ,4970912,12202451466
2274,Bihar,2020,4,patna ,24443301,59562106826
2275,Bihar,2020,4,jehanabad ,767929,1632955082
2276,Bihar,2020,4,rohtas ,2274947,5786209443
2277,Bihar,2020,4,begusarai ,1917729,4383397822
2278,Bihar,2020,4,supaul ,1248616,3451957983
2279,Bihar,2020,4,sitamarhi ,1921037,5163962876
2280,Bihar,2020,4,saran ,3186771,7973001812
2281,Bihar,2020,4,arwal ,458804,977567078
2282,Bihar,2020,4,vaishali ,2855999,6877998946
2283,Bihar,2020,4,pashchim champaran ,3212814,8105523399
2284,Bihar,2020,4,gopalganj ,2155078,5396052519
2285,Bihar,2020,4,lakhisarai ,631414,1489033799
2286,Bihar,2020,4,aurangabad ,2000839,4731495349
2287,Bihar,2020,4,kaimur bhabua ,804133,1996021958
2288,Bihar,2020,4,araria ,1536430,4487761349
2289,Bihar,2020,4,munger ,985968,2097436831
2290,Bihar,2020,4,katihar ,2214215,5579698504
2291,Bihar,2020,4,khagaria ,1056610,2780348233
2292,Bihar,2020,4,saharsa ,1364666,3474389173
2293,Bihar,2020,4,bhagalpur ,2991335,7190986202
2294,Bihar,2020,4,madhubani ,3371688,8381284791
2295,Bihar,2020,4,kishanganj ,891347,2782113132
2296,Bihar,2020,4,gaya ,3671183,8039045790
2297,Bihar,2020,4,samastipur ,2867496,7160693870
2298,Bihar,2020,4,banka ,715298,1444721613
2299,Bihar,2020,4,purbi champaran ,4295258,11303073256
2300,Bihar,2020,4,sheohar ,340485,925961539
2301,Bihar,2020,4,bhojpur ,1763580,4436373436
2302,Bihar,2021,1,madhepura ,1236738,3829336405
2303,Bihar,2021,1,purnia ,2732403,7235829630
2304,Bihar,2021,1,nalanda ,2268463,5351626269
2305,Bihar,2021,1,buxar ,879471,2401505831
2306,Bihar,2021,1,darbhanga ,3456999,8967471837
2307,Bihar,2021,1,nawada ,1343218,3497752896
2308,Bihar,2021,1,jamui ,1038356,2639451343
2309,Bihar,2021,1,sheikhpura ,300298,824998708
2310,Bihar,2021,1,siwan ,2823522,6920358607
2311,Bihar,2021,1,muzaffarpur ,5221017,13070944463
2312,Bihar,2021,1,patna ,41272981,88998693556
2313,Bihar,2021,1,jehanabad ,723928,1700603455
2314,Bihar,2021,1,rohtas ,2216469,6088176848
2315,Bihar,2021,1,begusarai ,1977439,4651369214
2316,Bihar,2021,1,supaul ,1362458,4085528078
2317,Bihar,2021,1,sitamarhi ,1895158,5446770751
2318,Bihar,2021,1,saran ,3020459,7424026781
2319,Bihar,2021,1,arwal ,430486,1040900665
2320,Bihar,2021,1,vaishali ,2763964,6839038568
2321,Bihar,2021,1,pashchim champaran ,3418382,9047860514
2322,Bihar,2021,1,gopalganj ,2101332,5212014141
2323,Bihar,2021,1,lakhisarai ,613756,1545725650
2324,Bihar,2021,1,aurangabad ,1991766,5360695923
2325,Bihar,2021,1,kaimur bhabua ,794062,2190183736
2326,Bihar,2021,1,araria ,1645629,5106231998
2327,Bihar,2021,1,munger ,960092,2192552875
2328,Bihar,2021,1,katihar ,2323955,6390929746
2329,Bihar,2021,1,khagaria ,1072001,2989173409
2330,Bihar,2021,1,saharsa ,1467040,4023753806
2331,Bihar,2021,1,bhagalpur ,3729907,8757585232
2332,Bihar,2021,1,madhubani ,3251471,8809359759
2333,Bihar,2021,1,kishanganj ,956184,3331835551
2334,Bihar,2021,1,gaya ,3790466,8943163048
2335,Bihar,2021,1,samastipur ,2833659,7326852419
2336,Bihar,2021,1,banka ,678449,1625176383
2337,Bihar,2021,1,purbi champaran ,4379932,11804741355
2338,Bihar,2021,1,sheohar ,337930,992124432
2339,Bihar,2021,1,bhojpur ,1622637,4309305816
2340,Bihar,2021,2,madhepura ,1684296,5218255019
2341,Bihar,2021,2,purnia ,3753134,10051174946
2342,Bihar,2021,2,nalanda ,2876066,6967154494
2343,Bihar,2021,2,buxar ,1252195,3456834620
2344,Bihar,2021,2,darbhanga ,4739297,11767784405
2345,Bihar,2021,2,nawada ,1911948,5050993065
2346,Bihar,2021,2,jamui ,1521567,3812688721
2347,Bihar,2021,2,sheikhpura ,427755,1154376779
2348,Bihar,2021,2,siwan ,4705097,11418849549
2349,Bihar,2021,2,muzaffarpur ,6872504,17019791091
2350,Bihar,2021,2,patna ,53400850,1.15E+11
2351,Bihar,2021,2,jehanabad ,995035,2626018955
2352,Bihar,2021,2,rohtas ,3001706,8146321798
2353,Bihar,2021,2,begusarai ,2745981,6263183535
2354,Bihar,2021,2,supaul ,1834979,5320160535
2355,Bihar,2021,2,sitamarhi ,2697354,7205555125
2356,Bihar,2021,2,saran ,4392087,10815034969
2357,Bihar,2021,2,arwal ,605677,1539697265
2358,Bihar,2021,2,vaishali ,3799946,9160292753
2359,Bihar,2021,2,pashchim champaran ,4672176,11234841878
2360,Bihar,2021,2,gopalganj ,3111515,7589526483
2361,Bihar,2021,2,lakhisarai ,840880,2158341955
2362,Bihar,2021,2,aurangabad ,2708735,6989875840
2363,Bihar,2021,2,kaimur bhabua ,1150340,3095159551
2364,Bihar,2021,2,araria ,2293469,6805583750
2365,Bihar,2021,2,munger ,1320520,3058878685
2366,Bihar,2021,2,katihar ,3117723,8474000097
2367,Bihar,2021,2,khagaria ,1469798,4091424766
2368,Bihar,2021,2,saharsa ,1904150,5015686223
2369,Bihar,2021,2,bhagalpur ,5068435,11733711173
2370,Bihar,2021,2,madhubani ,4695466,11634612115
2371,Bihar,2021,2,kishanganj ,1256800,3935360082
2372,Bihar,2021,2,gaya ,4732185,11427447209
2373,Bihar,2021,2,samastipur ,4015424,9848885595
2374,Bihar,2021,2,banka ,999688,2292049412
2375,Bihar,2021,2,purbi champaran ,6300129,15889825388
2376,Bihar,2021,2,sheohar ,516755,1470937924
2377,Bihar,2021,2,bhojpur ,2211960,5903541283
2378,Bihar,2021,3,madhepura ,2034018,5500029849
2379,Bihar,2021,3,purnia ,4826016,11168325428
2380,Bihar,2021,3,nalanda ,3381075,7437410612
2381,Bihar,2021,3,buxar ,1331392,3166266893
2382,Bihar,2021,3,darbhanga ,5791524,12557911471
2383,Bihar,2021,3,nawada ,2139002,5233101106
2384,Bihar,2021,3,jamui ,1679182,3769910511
2385,Bihar,2021,3,sheikhpura ,463143,1178457856
2386,Bihar,2021,3,siwan ,6975763,14555326813
2387,Bihar,2021,3,muzaffarpur ,8663460,19088505214
2388,Bihar,2021,3,patna ,65085179,1.20E+11
2389,Bihar,2021,3,jehanabad ,1195445,3015464946
2390,Bihar,2021,3,rohtas ,3409156,7988380312
2391,Bihar,2021,3,begusarai ,3382669,7023004546
2392,Bihar,2021,3,supaul ,2247423,5797237916
2393,Bihar,2021,3,sitamarhi ,3071280,7538949775
2394,Bihar,2021,3,saran ,4909074,10653230755
2395,Bihar,2021,3,arwal ,655254,1419881954
2396,Bihar,2021,3,vaishali ,4483512,10019125518
2397,Bihar,2021,3,pashchim champaran ,5626291,12052580759
2398,Bihar,2021,3,gopalganj ,3591809,7691691800
2399,Bihar,2021,3,lakhisarai ,944664,2099202463
2400,Bihar,2021,3,aurangabad ,2970923,6528699841
2401,Bihar,2021,3,kaimur bhabua ,1218238,2858892135
2402,Bihar,2021,3,araria ,2813200,7222773479
2403,Bihar,2021,3,munger ,1519400,3211090932
2404,Bihar,2021,3,katihar ,3783324,9267765710
2405,Bihar,2021,3,khagaria ,1706354,4317169777
2406,Bihar,2021,3,saharsa ,2350666,5488205887
2407,Bihar,2021,3,bhagalpur ,6299248,12979510130
2408,Bihar,2021,3,madhubani ,5236281,11442243635
2409,Bihar,2021,3,kishanganj ,1562190,4550836950
2410,Bihar,2021,3,gaya ,5929649,12593071266
2411,Bihar,2021,3,samastipur ,4742581,10599568038
2412,Bihar,2021,3,banka ,1086496,2393088091
2413,Bihar,2021,3,purbi champaran ,7528149,17061553144
2414,Bihar,2021,3,sheohar ,590061,1494759528
2415,Bihar,2021,3,bhojpur ,2448022,5721558826
2416,Bihar,2021,4,madhepura ,2669341,6728032171
2417,Bihar,2021,4,purnia ,6360264,14308666373
2418,Bihar,2021,4,nalanda ,4304381,9545809062
2419,Bihar,2021,4,buxar ,1873253,4694593051
2420,Bihar,2021,4,darbhanga ,7502523,16126372900
2421,Bihar,2021,4,nawada ,2795470,6745497141
2422,Bihar,2021,4,jamui ,2194277,4855309103
2423,Bihar,2021,4,sheikhpura ,618189,1512241025
2424,Bihar,2021,4,siwan ,9398007,20337077707
2425,Bihar,2021,4,muzaffarpur ,11287438,25294883683
2426,Bihar,2021,4,patna ,81765610,1.51E+11
2427,Bihar,2021,4,jehanabad ,1714631,4022284737
2428,Bihar,2021,4,rohtas ,4602525,11042288317
2429,Bihar,2021,4,begusarai ,4482558,9435583920
2430,Bihar,2021,4,supaul ,3015274,7393939188
2431,Bihar,2021,4,sitamarhi ,4153350,10194421150
2432,Bihar,2021,4,saran ,6615773,15141561808
2433,Bihar,2021,4,arwal ,924102,1877460509
2434,Bihar,2021,4,vaishali ,5962902,13534123655
2435,Bihar,2021,4,pashchim champaran ,7557978,16286679058
2436,Bihar,2021,4,gopalganj ,4774101,10667558196
2437,Bihar,2021,4,lakhisarai ,1267087,2862649367
2438,Bihar,2021,4,aurangabad ,4053207,8846145771
2439,Bihar,2021,4,kaimur bhabua ,1629114,4043696220
2440,Bihar,2021,4,araria ,3740380,8956552823
2441,Bihar,2021,4,munger ,2073784,4430721083
2442,Bihar,2021,4,katihar ,5138243,11740684682
2443,Bihar,2021,4,khagaria ,2299254,5441172620
2444,Bihar,2021,4,saharsa ,3136205,6870412639
2445,Bihar,2021,4,bhagalpur ,8447521,17306243346
2446,Bihar,2021,4,madhubani ,7114778,15424171781
2447,Bihar,2021,4,kishanganj ,2070748,5895020870
2448,Bihar,2021,4,gaya ,7707242,16641218690
2449,Bihar,2021,4,samastipur ,6267039,13761709166
2450,Bihar,2021,4,banka ,1483610,3162310457
2451,Bihar,2021,4,purbi champaran ,9979391,22867973831
2452,Bihar,2021,4,sheohar ,799885,2042474878
2453,Bihar,2021,4,bhojpur ,3347510,8040908494
2454,Bihar,2022,1,madhepura ,3384919,8169628761
2455,Bihar,2022,1,purnia ,7761464,17165083851
2456,Bihar,2022,1,nalanda ,5035999,11341779105
2457,Bihar,2022,1,buxar ,2213876,5781443013
2458,Bihar,2022,1,darbhanga ,8600500,18524507493
2459,Bihar,2022,1,nawada ,3382331,8162305155
2460,Bihar,2022,1,jamui ,2761886,6174044424
2461,Bihar,2022,1,sheikhpura ,738851,1907084230
2462,Bihar,2022,1,siwan ,10720865,22973497585
2463,Bihar,2022,1,muzaffarpur ,12910258,29225131277
2464,Bihar,2022,1,patna ,91217400,1.71E+11
2465,Bihar,2022,1,jehanabad ,1918857,4509669904
2466,Bihar,2022,1,rohtas ,5494559,14390577492
2467,Bihar,2022,1,begusarai ,5140182,10746300574
2468,Bihar,2022,1,supaul ,3890072,9470838253
2469,Bihar,2022,1,sitamarhi ,4933418,12169886829
2470,Bihar,2022,1,saran ,7423680,16777415647
2471,Bihar,2022,1,arwal ,1056566,2377609326
2472,Bihar,2022,1,vaishali ,6884744,15427137498
2473,Bihar,2022,1,pashchim champaran ,9265237,20305406431
2474,Bihar,2022,1,gopalganj ,5437535,11970509320
2475,Bihar,2022,1,lakhisarai ,1489189,3458134393
2476,Bihar,2022,1,aurangabad ,4926976,11760556907
2477,Bihar,2022,1,kaimur bhabua ,1983220,5412923796
2478,Bihar,2022,1,araria ,4907830,11563147720
2479,Bihar,2022,1,munger ,2340138,5011636916
2480,Bihar,2022,1,katihar ,6255367,14031611245
2481,Bihar,2022,1,khagaria ,2655355,6309072164
2482,Bihar,2022,1,saharsa ,3894203,8654311080
2483,Bihar,2022,1,bhagalpur ,10073459,20799502005
2484,Bihar,2022,1,madhubani ,8110120,18147098699
2485,Bihar,2022,1,kishanganj ,2696563,7872047087
2486,Bihar,2022,1,gaya ,9087772,20921479271
2487,Bihar,2022,1,samastipur ,7178902,15787707877
2488,Bihar,2022,1,banka ,1820481,3997541788
2489,Bihar,2022,1,purbi champaran ,11934864,27143934069
2490,Bihar,2022,1,sheohar ,934918,2380342633
2491,Bihar,2022,1,bhojpur ,3927878,9851793260
2492,Bihar,2022,2,madhepura ,4209207,10528550900
2493,Bihar,2022,2,purnia ,9889577,21758789746
2494,Bihar,2022,2,nalanda ,6269480,14053342100
2495,Bihar,2022,2,buxar ,2797437,7161712618
2496,Bihar,2022,2,darbhanga ,10725196,23025583344
2497,Bihar,2022,2,nawada ,4118007,10454110804
2498,Bihar,2022,2,jamui ,3528608,7664159458
2499,Bihar,2022,2,sheikhpura ,953725,2388511372
2500,Bihar,2022,2,siwan ,13494216,28063144037
2501,Bihar,2022,2,muzaffarpur ,16060062,35870055221
2502,Bihar,2022,2,patna ,119754430,2.16E+11
2503,Bihar,2022,2,jehanabad ,2181068,4962454493
2504,Bihar,2022,2,rohtas ,6569923,16999683486
2505,Bihar,2022,2,begusarai ,6463752,13396079470
2506,Bihar,2022,2,supaul ,4800847,11542262441
2507,Bihar,2022,2,sitamarhi ,6268537,14845317009
2508,Bihar,2022,2,saran ,9482396,21097797509
2509,Bihar,2022,2,arwal ,1219651,2833934564
2510,Bihar,2022,2,vaishali ,8483096,18791974628
2511,Bihar,2022,2,pashchim champaran ,10647366,22189359146
2512,Bihar,2022,2,gopalganj ,6866807,14516572895
2513,Bihar,2022,2,lakhisarai ,1833275,4178741900
2514,Bihar,2022,2,aurangabad ,5998050,13966695912
2515,Bihar,2022,2,kaimur bhabua ,2446252,6576390597
2516,Bihar,2022,2,araria ,6068247,14540177018
2517,Bihar,2022,2,munger ,2942234,6133298410
2518,Bihar,2022,2,katihar ,8028934,17364725135
2519,Bihar,2022,2,khagaria ,3319181,8105786237
2520,Bihar,2022,2,saharsa ,4720666,10425194153
2521,Bihar,2022,2,bhagalpur ,13606084,27138540976
2522,Bihar,2022,2,madhubani ,9968959,22075739376
2523,Bihar,2022,2,kishanganj ,3377891,9041606905
2524,Bihar,2022,2,gaya ,10986567,25092417405
2525,Bihar,2022,2,samastipur ,8955837,19625456128
2526,Bihar,2022,2,banka ,2349784,4974783639
2527,Bihar,2022,2,purbi champaran ,14735078,32099286218
2528,Bihar,2022,2,sheohar ,1194107,3004542074
2529,Bihar,2022,2,bhojpur ,4830495,12025976489
2530,Bihar,2022,3,madhepura ,4155258,8953953685
2531,Bihar,2022,3,purnia ,9688113,18855257893
2532,Bihar,2022,3,nalanda ,6312480,12758737340
2533,Bihar,2022,3,buxar ,2865171,6267094765
2534,Bihar,2022,3,darbhanga ,10324556,19863946497
2535,Bihar,2022,3,nawada ,4486372,10110506715
2536,Bihar,2022,3,jamui ,3946599,7696647529
2537,Bihar,2022,3,sheikhpura ,918143,2159710164
2538,Bihar,2022,3,siwan ,9418848,18122655170
2539,Bihar,2022,3,muzaffarpur ,16912765,33481627797
2540,Bihar,2022,3,patna ,188665398,2.99E+11
2541,Bihar,2022,3,jehanabad ,2448662,4817559409
2542,Bihar,2022,3,rohtas ,6784436,14544338902
2543,Bihar,2022,3,begusarai ,7583904,14221932160
2544,Bihar,2022,3,supaul ,4921556,10141522251
2545,Bihar,2022,3,sitamarhi ,12134163,22642688424
2546,Bihar,2022,3,saran ,10802033,20973427432
2547,Bihar,2022,3,arwal ,1236701,2467707363
2548,Bihar,2022,3,vaishali ,9169007,18511476453
2549,Bihar,2022,3,pashchim champaran ,11723439,21455732877
2550,Bihar,2022,3,gopalganj ,7957267,14444438768
2551,Bihar,2022,3,lakhisarai ,1805206,3725300700
2552,Bihar,2022,3,aurangabad ,5912006,11748526558
2553,Bihar,2022,3,kaimur bhabua ,2341336,5227485997
2554,Bihar,2022,3,araria ,6340369,13243913152
2555,Bihar,2022,3,munger ,2750473,5290417307
2556,Bihar,2022,3,katihar ,8203134,15746213806
2557,Bihar,2022,3,khagaria ,3304286,7232845389
2558,Bihar,2022,3,saharsa ,5029944,9756024807
2559,Bihar,2022,3,bhagalpur ,8342252,16048487258
2560,Bihar,2022,3,madhubani ,9999220,19516793345
2561,Bihar,2022,3,kishanganj ,3653577,8599495658
2562,Bihar,2022,3,gaya ,11189071,23491978227
2563,Bihar,2022,3,samastipur ,12531008,23600501220
2564,Bihar,2022,3,banka ,2758275,5282684097
2565,Bihar,2022,3,purbi champaran ,14515173,28167506673
2566,Bihar,2022,3,sheohar ,1221390,2733020743
2567,Bihar,2022,3,bhojpur ,5015794,10683915586
2568,Bihar,2022,4,madhepura ,5022050,10394138384
2569,Bihar,2022,4,purnia ,10279227,20057462337
2570,Bihar,2022,4,nalanda ,7514886,15020248162
2571,Bihar,2022,4,buxar ,3859617,8273334277
2572,Bihar,2022,4,darbhanga ,12146750,22879238312
2573,Bihar,2022,4,nawada ,4969118,10797138677
2574,Bihar,2022,4,jamui ,4745328,9004026158
2575,Bihar,2022,4,sheikhpura ,1523803,3199876557
2576,Bihar,2022,4,siwan ,12408052,23745856585
2577,Bihar,2022,4,muzaffarpur ,19056253,37684755617
2578,Bihar,2022,4,patna ,217434851,3.52E+11
2579,Bihar,2022,4,jehanabad ,2844066,5377284750
2580,Bihar,2022,4,rohtas ,8337061,17861976614
2581,Bihar,2022,4,begusarai ,8893901,16334643256
